comment_id,article_id,comment_author,comment_datetime_displayed,comment_datetime,comment_content,comment_in_answer_to,comment_likes,comment_dislikes
AL20240927101900-226513,AL20240927101900,andorra,Fa 7 hores,,"Honestament parlant, vostè no te n'idea de formular frases i molt menys té idea de si les al·legacions que vostè ha fet són verídiques o no. El seu comentari deixa clar que mai ha treballat amb el Sr.Martisella, sinó les seves paraules canviarien molt. Una cosa més a afegir, parla d'inversos estrangers, considera que ho faran millor els de fora de casa que els de dins? Patètic. Sincerament senyor, pena em faria acusar a gent i entitats que l'únic que busquen és el millor pel món de la neu i per les nostres estacions. Bon dia!",,6,1
AL20240927101900-226515,AL20240927101900,Pep,Fa 7 hores,,"Com bé dius sinó fos pels treballadors que ens estimem aquestes muntanyes s'hagués perdut fa temps i mira que el tracte fa pena, des de que han arribat els de fora tot va a pitjor i ho sabem tots",,5,1
AL20240927101900-226454,AL20240927101900,Ramon,Fa 13 hores,,Doncs genial. Caiguda lliure per Pal-Arinsal. No m’extranya que marxes. La baixada de qualitat era més que evident,,13,1
AL20240927101900-226423,AL20240927101900,Quina vergonya,Fa 23 hores,,Dani amb els favors que t’he fet on vaig ara ?,,16,4
AL20240927101900-226407,AL20240927101900,Som pell,Fa 1 dia,,"La Massana que s’ho faci mirar, que el Credit Andorrà semblava el seu salvador i era un llop amb pell de corder. Que posin gent jove, que s’ho estimen i tenen gent preparada i amb ganes i no egòlatres setciencies.",,25,2
AL20240927101900-226421,AL20240927101900,Massanenc,Fa 1 dia,,"Marticella, una gran persona. Rés a veure amb els taurons de l'altra vall. A la MASSANA t'apreciem. SETAP365, una societat creada per arruinar Pal Arinsal i deixar-la sense clients. Srs. Consols de La Massana que espereu fer ara que ja no teniu ni un ull en el qué farà SETAP365. De moment el mundials de mountainbike s'han fet a Pal 2 vegades, el mundial d'esquí encara l'esperen a l'altra vall. Ridícul tot plegat",,32,13
AL20240927101900-226400,AL20240927101900,Forever,Fa 1 dia,,"Que tornin a posar la crepería a Pal, aixo es lo que han de fer. Millor chiringuito de l estacio.",,39,1
AL20240927101900-226440,AL20240927101900,Oblida’t,Fa 13 hores,,"Allà si gastaran una animalada per fer-la nova i no funcionarà mai més com ara. I tot per capritxo del Sr. Abarset, que amb la seva recepta màgica de gestió de alto copete ha arruïnat la restauració de Emap en tant sols dos anys. I no tinguis por que el Hidalgo no li dirà pas res. A aquest no li discuteix res. Carta blanca per cremar diners a dojo. Una vergonya.",,8,0
AL20240927101900-226417,AL20240927101900,Absolutament d’acord,Fa 1 dia,,Totalment d’acord!! Cap altre xiringuito pot reemplaçar la crepe i tot el seu personal.,,21,1
AL20240927101900-226388,AL20240927101900,propera estació,Fa 1 dia,,a veure quin serà el proper destí...,,17,2
AL20240927101900-226377,AL20240927101900,Talavera for ever,Fa 1 dia,,Ahora se entiende el fichaje de Chuchy,,14,1
AL20240927101900-226371,AL20240927101900,Adeu,Fa 1 dia,,Un gestor terrible que ha cremat tot i a tothom que ha tingut a prop.,,56,24
AL20240927101900-226370,AL20240927101900,Toni,Fa 1 dia,,"Ara si que anem bé a La Massana, si manen aquests dos ja podem anar tancant... Espero que el Comú de la Massana hi digui alguna cosa al respecte.",,28,8
AL20240927101900-226365,AL20240927101900,Pep,Fa 1 dia,,Vaja tela.. Estem venuts,,27,4
AL20240927101900-226364,AL20240927101900,Santi,Fa 1 dia,,"El monopolio de l’imperi Vilad en modo atac, així va el país amb els monopolis en tots els sectors amb els 4 terratinents",,30,5
AL20240927101900-226351,AL20240927101900,Lluís P.,Fa 1 dia,,"Ells s'ho perden. SI no hi hagués hgut el Marticella, Pal-Arinsal hagués tancat fa molts anys. Sort hem tingut. El mon de la neu ha perdut tant talent els últims anys... I vist lo vist, més que en perdrà. Al final tot el país quedarà en mans de dos bancs!!! Com si no ho veiéssim!!! Ni Hidalgos, ni Ventajas, Crèdit i Mora!!! Treiem-nos el vel que ens cega a tots en aquest país!!!",,49,33
AL20240927101900-226339,AL20240927101900,Txavier,Fa 1 dia,,Un inútil menys. Que el màxim que ha fet es estavallarse una rere un altre Marxa ara perquè els últims deu anys ha enfonsat la estació i el Mundial es la seva ultima gran catàstrofe  Et desitgem molta sort,,36,61
AL20240927101900-226337,AL20240927101900,Massanenc,Fa 1 dia,,"Canillo ja ho ha conseguit, ara manen a la Massana...",,55,3
AL20240927094400-226356,AL20240927094400,Usuario,Fa 1 dia,,Si son de fuera ni se les multa pueden hacer lo que quieran para que otra vez vengan a comprar y no se enfaden,,4,2
AL20240928082000-226554,AL20240928082000,No en cobraràn ni una,Fa 3 hores,,"Ja poden emetre factures que no equival a cobrar-les. Altaveu feu un segòn artícle per informar-nos si les han cobrat, estarem pendents en aquest segòn capítol.",,5,1
AL20240928082000-226551,AL20240928082000,Xarnego,Fa 3 hores,,"Si ho fem amb els rescats, ho fem amb tot! Persones, per falta de consciència o  comoditat, mantenen un estil de vida poc saludable: dietes desequilibrades, sedentarisme, consum de tabac, alcohol o drogues, i altres conductes de risc que, amb el temps, deriven en problemes greus de salut. Aquestes decisions no només afecten la qualitat de vida de l'individu,  generen un cost elevat per al sistema sanitari públic. Tots moros o tots cristians!",,4,9
AL20240928082000-226537,AL20240928082000,Xavier,Fa 5 hores,,Cada vegada aien més imbècils sueltos,,8,1
AL20240928082000-226538,AL20240928082000,Abusos i inconsciència,Fa 5 hores,,"Els bombers fan la seva feina i més que aixó. Si molts són inconscients i van amb xancletes, sense roba d'abric, sense una ruta preparada, sense aigua, sense menjar, és més que normal que és cobri les negligències. Ja està bé de que es juguin el coll per la inconsciència de molts. L'helicopter es una gran despesa, i la feina d'ells una gran labor amb els seus riscos. Em sembla perfecte potser així les ""persones"" aprenen a sortir a la montanya i no abusar de certs serveis com els rescats.",,17,1
AL20240928082000-226547,AL20240928082000,Dani,Fa 5 hores,,Això ho ha impulsat el Govern per permetre que els bancs facin negoci amb les assegurances. I la gent aprovant com borregos. Com de fàcilment us deixeu prendre els pels!,,2,13
AL20240928082000-226524,AL20240928082000,Muntanyenc,Fa 7 hores,,"Ja era hora, massa valents hi ha per les nostres muntanyes que es pensa que està al passeig de Comarruga. No vull saber les vegades que els bombers s han jugat la pell per anar a buscar un tarugo amb xancletes que es creu el Calleja.",,27,0
AL20240928082000-226509,AL20240928082000,Den Haag,Fa 9 hores,,Ho trobo al'lucinant. Son funcionaris i només fan la seva feina. Jo soc mestre. A partir d'ara cobraré a les famílies cada cop que un alumne no porta els deures o algun material.,,4,50
AL20240928082000-226552,AL20240928082000,Tal qual,Fa 3 hores,,Un comentari típic d’un mestre d’avui dia. La/el felicito. Com poden sortir els alumnes amb un referent així?,,9,1
AL20240928082000-226542,AL20240928082000,Jociutadana,Fa 5 hores,,"El seu comentari és absurd, vostè no es juga la vida corregint un exàmen, ells si es jugan la vida fent un rescat.",,19,2
AL20240928082000-226543,AL20240928082000,Bravo,Fa 5 hores,,"Enhorabona, no es pot ser mes limitat",,16,0
AL20240928082000-226525,AL20240928082000,Carlos,Fa 7 hores,,"Llavors a vostè les vacances i festes escolars ni l'hi pagarem, solament l'hi pagarem 1 més de vacances. L'hi sembla bé?",,21,2
AL20240928082000-226530,AL20240928082000,Manel,Fa 7 hores,,"Molta gent que van a la muntanya , hi van amb el calçat i la roba comb si anessin a les rambles i mentre un helicòpter va a buscar una persona per una torçada de peu, en hi ha una altre que si que li penja per un fil la seva vida i requereix un transport ràpid.",,23,0
AL20240928082000-226499,AL20240928082000,Ni cap ni peus,Fa 10 hores,,I qui és que de decideix si és tracta de negligéncia o no? Un comité d’experts? Un jutge? Quina és la frontera de la negligència? És una qüestió tant subjectiva com difícil d’aplicar… Hi ha moltes altres maneres de conscienciar a la població…  Això no va enlloc.,,9,34
AL20240928082000-226516,AL20240928082000,Pi,Fa 7 hores,,Si no ho saps significa que no estàs preparat per anar a la muntanya.,,20,4
AL20240927174300-226406,AL20240927174300,Rhodas,Fa 1 dia,,"Al sembla correcta, pero apart de sempre posar al bussos com principal problema de tot, vrwc que també seria convenient coneixem la problemàtica del País en questio de la xarxa viària, també crec que acompanyant aquets lleigers canvi tal i com diu el article, les escoles també donessin una mica mes de marge per arribar i NO ser tant estrictes amb la hora de arribada, senyors estem en ANDORRA i la xarxa viària es la que es!",,6,2
AL20240927174300-226416,AL20240927174300,Pare,Fa 1 dia,,Totalment d'acord amb tu. No pot ser que per 2 minuts de retard et deixen dues hores fora de la classe.,,4,1
AL20240927173000-226532,AL20240927173000,Aloro,Fa 6 hores,,Quin fastic ser Andorrá amb aquests nens juagant a ser no se q....,,7,3
AL20240927173000-226533,AL20240927173000,Jaume,Fa 6 hores,,"Després del seu discurs he vist el discurs de Netanyahu. I després del discurs ha ordenat atacar objectius al Liban. Crec que no li ha fet cas.  Cap país té el dret de donar lliçons a d’altres governs que viuen problemes de seguretat, i menys veien resums en premsa que únicament enseña o manipula la veritat que es viu o passa en el lloc de l’acció.  Evidentment que a ningú li agrada veure innocents morts, però quan algú actua sense escrupols, sap que hi haurà una reacció emparada en dret o no malauradament.  M’agradaria saber quina decisió hauria pres sr Espot si fossim atacats per algun país, i encaramés m’agradaria saber si lluitaria o fugiria.",,4,3
AL20240927173000-226541,AL20240927173000,3peusalgat,Fa 5 hores,,No es tracta de donar lliçons de res. Es tracta de parar aquest sense sentit de massacrar centenars d'inocents per liquidar? assessinar? un dirigent contrari sota el paraigües del dret a defensar-se.,,2,2
AL20240927173000-226508,AL20240927173000,Javierin,Fa 8 hores,,"Mira, Espot, deixa de  vendre Making Andorra Great Again. Ja és prou Great a poc que se la cuidi, però a DA no sou capaços ni de fer això.",,7,2
AL20240927173000-226497,AL20240927173000,Carnaval…..,Fa 10 hores,,"Qui t ha vist al carnaval de sitges……i em sembla molt bé,allà es el teu lloc,però els Andorrans no ens mereixem com deixes el nostre país i menys fer el ridícul internacional. Molt lluny del nostre tarannà.",,13,2
AL20240927173000-226495,AL20240927173000,Sr Bisbeee,Fa 11 hores,,Uyyy.estaràn tremolant per si els envíem l exércit.,,12,0
AL20240927173000-226482,AL20240927173000,"PAISOS CAIGUT AMB DESGRACIA, PER AQUI SI US PLAU.",Fa 12 hores,,"Imagino que a les NU us hauran posat al costat de SRI LANKA  perquè estem al mateix nivell de misèria per el poble i altres coses com ells, som com germans de sang amb aquest sentit, lo únic que no tenim PALAU PRESIDENCIAL PER ANAR A SALTAR A LA PISCINA  per lo demes es el mateix",,10,0
AL20240927173000-226470,AL20240927173000,Fashion slave,Fa 12 hores,,I li faran cas o l'ignoraran ?,,8,0
AL20240927173000-226467,AL20240927173000,Savi,Fa 12 hores,,Xavi primer arregla el teu pais i despres ja faras discursos,,17,0
AL20240927173000-226453,AL20240927173000,Antoni Zorzano Riera,Fa 13 hores,,Felicitats al Cap de Govern Xavi Espot per el seu suport just i valent en favor d’Ucraïna.Tot el meu reconeixement,,19,18
AL20240927173000-226450,AL20240927173000,Ex-votant de DA,Fa 13 hores,,"Andorra sempre s’ha mantingut neutral. Espot, ha demanat vostè al seu poble si volen deixar de ser neutrals? Jo tinc una opinió, i aquesta potser és molt semblant a la vostra, però jo puc opinar perquè la meva opinió no és important i no comporta cap tipus de conseqüència. Vostè ostenta un càrrec polític, i per tant, tot allò que diu té una trascendència pel nostre país. Recordi que vostè és Cap perquè nosaltres el vàrem votar. La sobirania resideix en el poble i no és divina.",,14,4
AL20240927173000-226447,AL20240927173000,Con ocho basta,Fa 13 hores,,Yo pensaba que solo había ido el en vuelo Business o First a un Hotelazo tipo su casa de 20M y ahora resulta que se ha llevado toda una corte a la ONU.  Y en casa sin parar de aparecer fuegos. A ver si alguien le grita de una vez que va desnudo como en el cuento.   Qué decadencia!,,12,0
AL20240927173000-226444,AL20240927173000,Joan,Fa 13 hores,,"Vinga Xavi, cap a casa, és tard i això ens costa calers...",,18,0
AL20240927173000-226437,AL20240927173000,Mia33,Fa 22 hores,,No quiero ni terminar de leer el texto como puede dar consejos a otros países cuando el suyo propio y lo está destrozando cuando una familia no podemos vivir y pagar un alquiler o pagamos el alquiler o comemos y la juventud tiene que marcharse del país por qué no gana en el suficientemente dinero como para vivir en su propio país de nacimiento. Es una vergüenza lo que está haciendo con su propio país y con los propios andorranos o sea que no quiero ni terminar de leer el texto,,24,2
AL20240927173000-226436,AL20240927173000,Mia33,Fa 22 hores,,Qué vergüenza que es de Consejos a otro país de esta manera cuando está destrozando el suyo no podemos mantener los de la familia la juventud se tiene que ir porque no gana para pagar un puto piso o paga piso o come las dos cosas imposible está destrozando su país y quiere dar refuerza los demás. Por favor esto es una vergüenza está destrozando el país,,14,2
AL20240927173000-226428,AL20240927173000,Jordi,Fa 22 hores,,"Home, si els hi diu l'Espot, segur que li faran cas.",,20,1
AL20240927173000-226425,AL20240927173000,andorrà,Fa 22 hores,,Lo tecnològic??? jajajajjajajaj Aqui s'inverteix molt poc i es deuría invertir molt més... no has parlat de les inversions immobiliàries? i ja que parlem de drets que passa amb la gent que no pot viure al seu pais perque els sous son misèria? au va nenet mimat... ves a fardar amb els amiguets al bar,,13,1
AL20240927173000-226478,AL20240927173000,Tens de preguntar al altre,Fa 12 hores,,"Per tema immobiliari no en parla perquè aquet tema en sap molt mes el síndic AMB LA SEVA NOVA REAL ESTATE, igual ens en pot fer 5 cèntims com a fet la premsa catalana   de com van els negocis del totxo",,7,0
AL20240927173000-226412,AL20240927173000,Proy,Fa 1 dia,,Palestina es un estat,,33,15
AL20240927173000-226410,AL20240927173000,PER DONAR LLIÇONS ES TE DE TENIR PRIMER ELS MOBLES MOLT BEN ENDREÇATS I NO ES EL CAS.,Fa 1 dia,,"Estaria molt bé que fesis aquest discurs si a casa ho tinguesis tot escombrat i endreçat però no és així, MES VALDRIA QUE ARREGLESIS ELS PROBLEMES QUE TENS AL TEU PAIS QUE NO SON POCS, el pais cau a trossos darrera de les meravelloses TORRES no queda absolutament res ( curiosament són molt altes però el país està arrasat), molta gent sense poder accedir a un habitatge decent, molta gent després de la invasió sud-america sense poder accedir al mercat laboral perquè tots aquets treballant 2 a preu de 1 i si convé de il·legals i sense CASS, molta gent aturada però ven amagat que no se sàpiga, sense COBERTURA SANITARIA, ATUR I SENSE FEINA CLAR. Un país on l'economia no té una base sòlida i lo que sustentava els ingressos que era el COMERÇ està tot obsolet i acabat, sense cap innovació amb tecnologia i formació per poder reciclar a la gran quantitat de gent que perdrà la feina per no haver començat a fer un canvi de model econòmic quan tocava, sense futur per el joves perquè fora dels 3 bancs, ser funcionari no queda res més. Així que tenim al país tiritant i a verlas venir però anem a donar lliçons a fora quan aquí tot és un DRAMA GREC, d'això se'n diu començar la casa per la teulada",,36,3
AL20240927173000-226409,AL20240927173000,Toni Crescento,Fa 1 dia,,"Jajajaja, el Petit Prince, què bo!!",,25,2
DI20240928110400-19111934,DI20240928110400,Trebor,"9/28/2024, 10:58:22 AM",2024-09-28 10:58:22,Perque no deixeu de tants convenis amb tothom de fora i arregleu el pais de una vegada. Que aqui la gent no pot viure. ,,,
DI20240928110400-19112215,DI20240928110400,Andosi,"9/28/2024, 11:23:24 AM",2024-09-28 11:23:24,Perque els que si podem viure al país tenim dret també a que mirin pels nostres fills i de retruc pels teus. ,19111934,,
DI20240928110400-18947381,DI20240928110400,Réaliste,"9/28/2024, 4:19:25 AM",2024-09-28 04:19:25,"Bonjour la paperasserie avec la Norvège, pays assez compliqué en la matière ! Bon courage ! ",,,
DI20240928060900-18447813,DI20240928060900,El gran  copríncep Alanis,"9/28/2024, 12:48:54 AM",2024-09-28 00:48:54,La referència a la “contribució decidida i humil” del copríncep Alanis és un aspecte molt important a ressaltar. No cal dir res més.,,,
DI20240928060900-18347943,DI20240928060900,País dels Pirineus.,"9/28/2024, 12:06:19 AM",2024-09-28 00:06:19," Crònica gairebé al més pur estil revista HOLA, amb música de La Trinca: “los prados son verdes, el cielo es azul, les vaques pasturen i…” Per a una majoria allunyada del catolicisme, la teocràcia , SIAD per exemple, és asfixiant. ",,,
DI20240928060800-19107333,DI20240928060800,Josep,"9/28/2024, 5:43:32 AM",2024-09-28 05:43:32,"Tot s'hauria de fer via referèndums o consultes vinculants, com a Suïssa.",,,
DI20240928060800-18673313,DI20240928060800,Ok,"9/28/2024, 2:24:19 AM",2024-09-28 02:24:19,Un article per dir que no té idea de res... No calia. ,,,
DI20240928060800-18552468,DI20240928060800,acollonit em deixes,"9/28/2024, 1:33:25 AM",2024-09-28 01:33:25,caram! no saps ni què és el cabal comunitari i tens l'atreviment de pontificar sobre alló que els altres saben o no saben... em sembla ridicul,,,
DI20240928060800-18518489,DI20240928060800,HABITATGES DIGNES,"9/28/2024, 1:19:12 AM",2024-09-28 01:19:12,"""Els avantatges són nombrosos per a la ciutadania""... NO...Els avantatges són nombrosos per a les butxaques d'uns quants.",,,
DI20240928060800-18384900,DI20240928060800,Jep,"9/28/2024, 12:21:53 AM",2024-09-28 00:21:53,No intenti marejar la perdiu i enganyar la ciutadania : Referèndum vinculant primer que tot ! Ja s hauria d haver fet abans de gastar milers i milers d euros públics . ,,,
DI20240928060800-18270053,DI20240928060800,Quina Acció,"9/27/2024, 11:33:06 PM",2024-09-27 23:33:06,"Parla per tu, ja sabem que cadscú arriba on arriba i com diuen els castellans ""Aunque la mona se vista de seda, mona se queda"". Si ets present a una candidatura a les properes eleccions, ja sabrem a qui no s'ha de votar.",,,
DI20240928060800-18237962,DI20240928060800,Joan,"9/27/2024, 11:19:27 PM",2024-09-27 23:19:27,"El compromís del Govern és ben clar: referèndum vinculant. És responsabilitat de cada ciutadà analitzar i entendre l’acord, veure si col.lectivament ens interessa i, també, si a ell, individualment, l’hi és favorable. Em Hovern ha de posar les eines i mitjans perquè tots i cada un dels ciutadans tingui la informació.",,,
DI20240928060800-17993237,DI20240928060800,Acció putrefacta,"9/27/2024, 9:35:43 PM",2024-09-27 21:35:43,"Parli per vostè i no pretengui parlar en nom de tota la ciutadania. El compromís es clar ""Referèndum Vinculant"". Ara pretenen utilitzar tontos útils per canviar les regles del joc que clarament els perjudiquen. De fet vostè ja ho apunta al seu cutrescrit quan parla de partits que volen desgastar el govern",,,
DI20240928060000-18378785,DI20240928060000,Drets,"9/28/2024, 12:19:18 AM",2024-09-28 00:19:18,Matar nens al ventre de les seves mares és un dret. Fantàstic que el diari oficial del govern s'uneixi a la campanya.,,,
DI20240928060000-18306663,DI20240928060000,Pareatges al s. XXl.,"9/27/2024, 11:48:54 PM",2024-09-27 23:48:54,"El SIAD, hipocresia i crueltat de la meitat teocràtica de l’estat andorrà. La incidència al carrer  del catolicisme avui a Andorra es limita a un respectable, però molt minoritari, grup dels nostres conciutadans. No volem ser “la reserva espiritual d’occident.”",,,
DI20240928060000-18457465,DI20240928060000,Error,"9/28/2024, 12:53:03 AM",2024-09-28 00:53:03,*s. XIII.,18306663,,
DI20240928055500-19086271,DI20240928055500,Escaldenc insubmís,"9/28/2024, 5:17:44 AM",2024-09-28 05:17:44,"En la mobilització d'emergències en el cas d'un accident de trànsit a les carreteres andorranes, i en cas d'imprudència, es cobra el servei? O tots moros o tots cristians",,,
DI20240928055500-18965929,DI20240928055500,Ruben Cordeiro,"9/28/2024, 4:27:08 AM",2024-09-28 04:27:08,Ya es lo que pasa en los países vecinos. Totalmente de acuerdo con la medida. Hay seguros complementarios de actividad de riesgo y no son caros.,,,
DI20240928055500-19110473,DI20240928055500,Albert,"9/28/2024, 9:17:38 AM",2024-09-28 09:17:38,En Catalunya de momento nunca los han cobrado.,18965929,,
DI20240928055500-18745480,DI20240928055500,Eduard,"9/28/2024, 2:54:49 AM",2024-09-28 02:54:49,"La gent que realment fa muntanya té una assegurança que cobreix l'activitat. Si aquesta gent,a sobre d'obligar a fer sortir els serveis de socors a buscar-los per negligènciaes seves no la tenen, que paguin. Si no, la gent apren.",,,
DI20240928055500-18506382,DI20240928055500,jtv,"9/28/2024, 1:13:55 AM",2024-09-28 01:13:55,Els auxiliats no haurien de pagar absolutament res. Es responsabilitat del govern el trobar solucions per maximitzar la seguretat dels ciutadans.,,,
DI20240928055500-19112274,DI20240928055500,El Imprudents han de paga,"9/28/2024, 11:29:11 AM",2024-09-28 11:29:11,"Disculpa, quan són els ciutadans que fan imprudències i ells mateixos atempten a ja seva seguretat, lo normal es que ho paguin. De pas al cim aprenen dues lliçons: 1-a fer el que s'ha de fer i 2- a que els actes tenen conseqüències.",18506382,,
DI20240928055500-18669136,DI20240928055500,Au,"9/28/2024, 2:22:28 AM",2024-09-28 02:22:28,Contracta una assegurança cara dura.. ,18506382,,
DI20240928055500-19107154,DI20240928055500,Pais,"9/28/2024, 5:29:19 AM",2024-09-28 05:29:19,Totalment d'acord! Que paguin,18669136,,
DI20240928055500-18987484,DI20240928055500,jtv,"9/28/2024, 4:36:26 AM",2024-09-28 04:36:26,"Preferiria contractar una assegurança barata y tendra. Si es cara i ademes es dura, no m' interese :D",18669136,,
DI20240928055500-18602877,DI20240928055500,JotaBe,"9/28/2024, 1:54:27 AM",2024-09-28 01:54:27,"Si, a maximitzar la seguretat al cim del Comapedrosa. De quin mon de Yupi surts tu?",18506382,,
DI20240928055500-19107226,DI20240928055500,jtv,"9/28/2024, 5:34:58 AM",2024-09-28 05:34:58,"Hi han moltes maneres de millorar la seguretat a l'alta montanya. Per exemple, crear una senyalitzacio mes eficaç, millorar la concienciacio dels usuaris ...",18602877,,
DI20240928055300-19107463,DI20240928055300,Anti-globalista,"9/28/2024, 5:52:39 AM",2024-09-28 05:52:39,Espot ja totalment alineat i venut als interessos de la Unió Europea i el globlisme…,,,
DI20240928055300-19107198,DI20240928055300,Jak,"9/28/2024, 5:32:35 AM",2024-09-28 05:32:35,Buuuuuuu fora,,,
DI20240928055300-19075451,DI20240928055300,Jin,"9/28/2024, 5:13:14 AM",2024-09-28 05:13:14,A tú si q t'haurien de atacar,,,
DI20240928055300-19060429,DI20240928055300,la viga i la palla,"9/28/2024, 5:06:57 AM",2024-09-28 05:06:57,Això del atac a civils inclou lo que heu fet a la Vanessa?,,,
DI20240928055300-18799007,DI20240928055300,Antoni Zorzano Riera,"9/28/2024, 3:17:18 AM",2024-09-28 03:17:18,Felicitats al Cap de Govern Xavi Espot per el seu suport just i valent en favor d'Ucraïna. Tot el meu reconeixement,,,
DI20240928055300-19107492,DI20240928055300,Anti-globalista,"9/28/2024, 5:55:14 AM",2024-09-28 05:55:14,"Suport de boqueta o anirà un regiment d’Andorrans a combatre al Donbas per materialitzar aquest suport? Hi anireu vós mateix a combatre? Jo crec que us podeu presentar voluntari, si voleu prendre part en aquest conflicte. ",18799007,,
DI20240928055300-19003562,DI20240928055300,Marc,"9/28/2024, 4:43:10 AM",2024-09-28 04:43:10,"Si, si ! I lels demés conflictes no t’interessen ???! ",18799007,,
DI20240928055300-18463917,DI20240928055300,No censuris sup,"9/28/2024, 12:55:48 AM",2024-09-28 00:55:48,IMPRESIONANT,,,
DI20240928055300-18380150,DI20240928055300,UN COLLEAGUES,"9/28/2024, 12:19:54 AM",2024-09-28 00:19:54,"PAISOS CAIGUT AMB DESGRACIA, PER AQUI SI US PLAU. ",,,
DI20240928055300-18349132,DI20240928055300,Emanuel,"9/28/2024, 12:06:48 AM",2024-09-28 00:06:48,L´ ambaixada francesa li ha dictat el discurs .,,,
DI20240928055300-19107528,DI20240928055300,Anti-globalista,"9/28/2024, 5:57:53 AM",2024-09-28 05:57:53,"Jo crec que no li han hagut ni de dictar… li ha sortit d’ell mateix per plaure a les elits globalistes que mouen el dotar-lo a Brusssel·les, al WMF o a la mateixa ONU. ",18349132,,
DI20240928055300-18317320,DI20240928055300,Marc,"9/27/2024, 11:53:22 PM",2024-09-27 23:53:22,"Bla bla bla bla , i bla bla bla . De cara a la galeria bla bla bla ",,,
DI20240928055300-18269874,DI20240928055300,Oportunista,"9/27/2024, 11:33:02 PM",2024-09-27 23:33:02,"Comunista expropiador, diu una cosa avui i uns mesos mes tard la contraria. Sort que te rls dies comptats",,,
DI20240928055300-18263611,DI20240928055300,Jorge javier,"9/27/2024, 11:30:23 PM",2024-09-27 23:30:23,Primer arregla el pais o almenys no el destrossis mes. Despres la xocolata del lloro,,,
DI20240928055300-18259821,DI20240928055300,Pepo,"9/27/2024, 11:28:45 PM",2024-09-27 23:28:45,Un any heu trigat a fer aquestes declaracions. Un altre cop tard.,,,
DI20240928055300-18244275,DI20240928055300,Viatges útils,"9/27/2024, 11:22:06 PM",2024-09-27 23:22:06,"Tenir presència a fòrums internacionals és bo, però no pot quedar en una mera escenografia. També cal trobar-hi un sentit útil.",,,
DI20240928055300-18533823,DI20240928055300,ELON MUSK A  l'AND,"9/28/2024, 1:25:37 AM",2024-09-28 01:25:37,"Es que tu també!! Tenint en compte que el CERTIFICAT DIGITAL, VA SER EL MAXIM ON PODIEM ARRIBAR, ja va ser tota una fita per el país i vas i demanes estar al nivell de la NASA, igual sortim electrocutats  ",18244275,,
DI20240928055300-19090961,DI20240928055300,Mirada endavant,"9/28/2024, 5:19:54 AM",2024-09-28 05:19:54,"Doncs miri, països com Angola, Rwanda, Nigèria, etc ja han signat aquest protocol de col.laboració.",18533823,,
DI20240928055300-19108706,DI20240928055300,CANSAT DE TOTS,"9/28/2024, 7:27:32 AM",2024-09-28 07:27:32,MOLT INNOVADOR VOLS SER TU SENSE INNOVAR HO CANVIAR RES.,19090961,,
DI20240928055300-18160904,DI20240928055300,CLEAN OUR HOUSE FIRST,"9/27/2024, 10:46:51 PM",2024-09-27 22:46:51,PER ANAR DONAR LLIÇONS PRIMER ES TE DE TENIR ELS MOBLES MOLT BEN ENDREÇATS A CASA I NO ES REALMENT EL CAS.,,,
DI20240928055300-18520475,DI20240928055300,Pep,"9/28/2024, 1:20:04 AM",2024-09-28 01:20:04,"Apa noi, tornant a prendre la medicació,  quebona falta et fa...",18160904,,
DI20240928055300-18845257,DI20240928055300,Really!,"9/28/2024, 3:36:40 AM",2024-09-28 03:36:40,I tu torna a la cova que estàs perdut al món actual ,18520475,,
DI20240928055300-17996568,DI20240928055300,Doble raser,"9/27/2024, 9:37:08 PM",2024-09-27 21:37:08,"Vostè es va posicionar davant el conflicte Rússia-Ucraïna bloquejant els comptes de les famílies russes, fent-nos perdre la nostra neutralitat de 700 anys, aprovant fins i tot un projecte de llei per a aquest efecte, criticar ara “ la gravetat dels conflictes a Gaza o Ucraïna és d'una hipocresia manifesta.",,,
DI20240928055300-18202942,DI20240928055300,Copy and Paste,"9/27/2024, 11:04:41 PM",2024-09-27 23:04:41,Ells fan lo que veuen que els altres fan  (sense cap criteri) però ells ho fan ,17996568,,
DI20240928055100-19112076,DI20240928055100,Desfilada de contrabandistes,"9/28/2024, 11:11:19 AM",2024-09-28 11:11:19,"Mira, una altra atraccio més pel turisme.",,,
DI20240928055100-19108671,DI20240928055100,La Ostia,"9/28/2024, 7:24:39 AM",2024-09-28 07:24:39,😂😂😂😂😂😂😂😂😂😂😂👍,,,
DI20240928055100-19107408,DI20240928055100,Pregunta,"9/28/2024, 5:48:55 AM",2024-09-28 05:48:55,"Y digo yo… Andorra que le debe importar esto? Que se preucupen las autoridades franco/españolas de sus contrabandistas.  Ellos llegan aqui compran de manera totalmente legal, la ilegalidad se comente en otro territorio no ? ",,,
DI20240928055100-19112152,DI20240928055100,Venuts,"9/28/2024, 11:17:11 AM",2024-09-28 11:17:11, Era així fins que al 99 ens van entregar per salvar lo seu.,19107408,,
DI20240928055100-19111923,DI20240928055100,Ram,"9/28/2024, 10:57:33 AM",2024-09-28 10:57:33,Estic totalment d acord ,19107408,,
DI20240928055100-19094993,DI20240928055100,Lluis,"9/28/2024, 5:21:35 AM",2024-09-28 05:21:35,"El tabac a 10 Km de les fronteres, així començarem a ser un país, no com ara de contrabandistes botiguers.",,,
