index,article_id,comment_id,article_link,topic,article_type,article_title,comment_content
82,DI20240912061000,DI20240912061000-16027984,https://www.diariandorra.ad/nacional/240912/policia-investiga-altres-pisos-on-hi-prostitucio_157951.html,pensions,article,La policia investiga altres pisos on hi ha prostitució,"En això s'ha convertit Andorra, prostitució a tot drap, carrers perquè quatre genets amb els seus cotxes facin tot el soroll que puguin, torres per tots els que estafen a ""hacienda"" al seu país tinguin on amagar els diners i en resum un paradís per tota la chusma "
83,DI20240926055300,DI20240926055300-16834670,https://www.diariandorra.ad/nacional/240926/les-ajudes-ocasionals-mengen-resta-subvencions-d-afers-socials_158812.html,pensions,article,Les ajudes ocasionals es mengen la resta de subvencions d’Afers Socials,"ajuts economics ocasionals, poden ser una mica mes explicits, no sabem a qui van destinats aquets diners, potser si ho expliquen ho entendrem, per que amb aixo lo unic que pensem es que uns quants s'aprofiten del sistema , mentres la majoria tenim de treurens nosaltres les castanyes del foc "
84,AL20240925164000,AL20240925164000-226142,https://www.altaveu.com/actualitat/sanitat/cass-tanca-primer-semestre-deficit-sanitari-157-milions-euros_60584_102.html,pensions,article,"La CASS tanca el primer semestre amb un dèficit sanitari de 15,7 milions d’euros",I baixes infinites amb la polsera del “tot inclós” i a sobre els donen permisos per anar a la platja mentres els que treballem i dobleguem el llom no tenim temps ni diners per anar-hi.
85,DI20240925055900,DI20240925055900-16391194,https://www.diariandorra.ad/nacional/240925/concordia-vol-limitar-els-permisos-d-acces-pais-atorga-govern_158746.html,pensions,article,Concòrdia vol limitar els permisos d’accés al país que atorga el Govern,Sieg Heil
86,DI20240912061000,DI20240912061000-16025103,https://www.diariandorra.ad/nacional/240912/policia-investiga-altres-pisos-on-hi-prostitucio_157951.html,pensions,article,La policia investiga altres pisos on hi ha prostitució,"Lo irónico de la situación es que con los precios de los pisos creo nos vamos todos a la prostituci.. será la única manera de tener una vida ""normal"" sin tener que ir a dos trabajos y estar más de 12 horas fuera de casa sin fin de semana. "
87,DI20240913141600,DI20240913141600-16036965,https://www.diariandorra.ad/nacional/240913/fons-reserva-jubilacio-guanya-8-4-milions-l-agost_158054.html,pensions,article,"El fons de reserva de jubilació guanya 8,4 milions a l'agost","Hauríem de treure els fons de pensions dels mercats financers, els fons de pensions dels Estats Units, Europa i Àsia, estan profundament involucrats en pràcticament totes les formes de capitalisme financer depredador que afecten el planeta."
88,DI20240923061000,DI20240923061000-16366188,https://www.diariandorra.ad/nacional/240923/deute-principat-14-589-euros-per-ciutada_158626.html,pensions,article,El deute del Principat és de 14.589 euros per ciutadà,"doncs a passar per caixa!!, i el que no pagui, llum i aigua tallada, i que vaigui brut !"
89,DI20240912061000,DI20240912061000-16025074,https://www.diariandorra.ad/nacional/240912/policia-investiga-altres-pisos-on-hi-prostitucio_157951.html,pensions,article,La policia investiga altres pisos on hi ha prostitució,"Això ho es talla d'arrel o d'aquí un temps serà impossible d'eradicar. Mà dura contra els proxenetes, aquests i els d'onlyfans."
90,DI20240925130400,DI20240925130400-16391581,https://www.diariandorra.ad/nacional/240925/afers-socials-atorga-1-330-noves-prestacions-durant-primer-trimestre_158781.html,pensions,article,Afers Socials atorga 1.330 noves prestacions durant el primer trimestre,"AQUET PAÍS SI NO ETS SUDAMERICA HO PORTES MUCADOR NO REPS CAP AJUDA, CARA DURES."
91,DI20240923061000,DI20240923061000-16364965,https://www.diariandorra.ad/nacional/240923/deute-principat-14-589-euros-per-ciutada_158626.html,pensions,article,El deute del Principat és de 14.589 euros per ciutadà,"Lo siento mucho pero yo no tengo deuda, ya que tengo mi dinerito ganado honradamente y no me paga el estado. Con lo cual la deuda recae sobre los que quieren vivir del cuento. Si quieren, pueden despedir a todos los funcionarios o incrementar el impuesto IRPF a éstos, yo seguiré viviendo tranquilo y sin pagar."
92,DI20240909053300,DI20240909053300-15997167,https://www.diariandorra.ad/nacional/240909/govern-s-obre-mes-garant-llei-omnibus-per-assolir-mes-suports_157723.html,pensions,article,Govern s’obre a ser més garant a la llei òmnibus per assolir més suports,Expropiese!!! 
93,DI20240916055100,DI20240916055100-16062661,https://www.diariandorra.ad/nacional/240916/els-mestres-reclamen-millores-laborals-per-dignificar-professio_158189.html,pensions,article,Els mestres reclamen millores laborals per dignificar la professió,"Dues generacions de relaxació intel·lectual han permès que els primers debilitats siguin ja els mestres, sense cap pensament crític adoctrinen els nens amb ideologies importades canviant els patrons culturals mil·lenaris sense que els surtin els colors."
94,DI20240912061000,DI20240912061000-16029438,https://www.diariandorra.ad/nacional/240912/policia-investiga-altres-pisos-on-hi-prostitucio_157951.html,pensions,article,La policia investiga altres pisos on hi ha prostitució,Gracies per avisar!
95,AL20240902193100,AL20240902193100-222719,https://www.altaveu.com/actualitat/politica-economica/elisi-avala-pensions-no-residents-actualitzin-ipc-europeu-harmonitzat_60036_102.html,pensions,article,L’Elisi avala que les pensions dels no residents s’actualitzin amb l’IPC europeu harmonitzat,Y el Govern haciéndose el Andorrano
96,DI20240923061000,DI20240923061000-16365632,https://www.diariandorra.ad/nacional/240923/deute-principat-14-589-euros-per-ciutada_158626.html,pensions,article,El deute del Principat és de 14.589 euros per ciutadà,"En cap cas aprovo la gestió de Govern, però ajustat a la inflació, el deute es redueix, així que és una bona notícia. "
97,DI20240917053600,DI20240917053600-16072200,https://www.diariandorra.ad/nacional/240917/centre-salut-mental-mantindra-tot-i-rebuig_158252.html,pensions,article,El centre de salut mental es mantindrà tot i el rebuig,"Així s'han de fer les coses, les queixes de viatge no poden anar per davant de centenars, i a més, són malalts mentals no delinqüents ni criminals."
98,DI20240912061000,DI20240912061000-16025380,https://www.diariandorra.ad/nacional/240912/policia-investiga-altres-pisos-on-hi-prostitucio_157951.html,pensions,article,La policia investiga altres pisos on hi ha prostitució,OnlyFans compta com a prostitució.....? Ho dic perquè a Andorra es podrien comptar milers de pisos.
99,DI20240925055900,DI20240925055900-16388876,https://www.diariandorra.ad/nacional/240925/concordia-vol-limitar-els-permisos-d-acces-pais-atorga-govern_158746.html,pensions,article,Concòrdia vol limitar els permisos d’accés al país que atorga el Govern,Que comencin a fer país els empresaris en lloc de tancar la porta als treballadors d'aquí.
100,DI20240915060200,DI20240915060200-16052445,https://www.diariandorra.ad/nacional/240915/setmana-l-isard-amb-record-participants_158134.html,catala,article,Una setmana de l’isard amb rècord de participants,"M'encanta el darrer paràgraf on Cabanes diu: ""la muntanya es de tots"". I tant que la muntanya es patrimoni de tots! Per quan una consulta popular per saber que pensem tots els ciutadans d'Andorra?. 671 tios pegant tiros durant una setmana no em sembla la millor manera de protegir-la! Penso que aquesta feina de ""mantenir sana la cabana"" que es el que diuen sempre els caçadors, la poden fer perfectament els Banders i els veterinaris. Enviar 671 caçadors 1 setmana a fer malbé tota la natura em sembla un desastre"
101,DI20240924061000,DI20240924061000-16377813,https://www.diariandorra.ad/nacional/240924/pirineu-viu-culpa-andorra-tots-els-mals-l-alt-urgell_158684.html,catala,article,Pirineu Viu culpa Andorra de tots els mals de l’Alt Urgell,Aquests discursos populistes amb missatges d'odi no van enlloc. Ara resultarà que altres parts del Pirineu també estan construint andorrans quan els que han vingut a fer-ho a Andorra son espanyols bona part. Tenen el seu propi problema amb inversió del seu propi pais. 
102,AL20240918215300,AL20240918215300-225206,https://www.altaveu.com/actualitat/administracio/catala-fa-tombar-concursos-trobar-sotsoficial-caporals-circulacio-andorra-vella_60423_102.html,catala,article,El català fa tombar els concursos per trobar sotsoficial i caporals de circulació a Andorra la Vella,"És el que passa quan ja no et fan favorets. Et cabrejes i dius tonteries. Quin nivell d'Agents de Circulació que tenim, especialment algun caporal que ni coneixen l'educació."
103,DI20240903132200,DI20240903132200-15929231,https://www.diariandorra.ad/nacional/240903/s-esgoten-temps-record-les-inscripcions-als-cursos-catala_157446.html,catala,article,S'esgoten en temps rècord les inscripcions als cursos de català,"La gente s'inscriu pero treure's el B1 que es el que demanen per renovar la residència, però ningú l'utilitza. No et diuen ni ""bon dia"". Penso que s'han de posar mesures més contundents per viure en català a Andorra. I sobre tot NO CANVIAR. Com volem que aprenguin la llengua si els treiem l'oportunitat d'escoltar-la? "
104,AL20240918215300,AL20240918215300-225012,https://www.altaveu.com/actualitat/administracio/catala-fa-tombar-concursos-trobar-sotsoficial-caporals-circulacio-andorra-vella_60423_102.html,catala,article,El català fa tombar els concursos per trobar sotsoficial i caporals de circulació a Andorra la Vella,Estaria be mirar els concursos de les altres parròquies
105,DI20240926124300,DI20240926124300-17067548,https://www.diariandorra.ad/nacional/240926/agricultura-finalitza-vacunacio-cabana-ramadera-ovina-i-bovina-per-llengua-blava_158846.html,catala,article,Agricultura finalitza la vacunació de la cabana ramadera ovina i bovina per la llengua blava,Per un mufló espantat heu vacunat tota la cabana ramadera ovina i bovina? Mira que sou fàcils de convèncer...
106,BO20240904222003,BO20240904222003-0,https://www.bondia.ad/cultura/neollengua-igualitaria-una-guia-expres,catala,article,Neollengua igualitària: una guia exprés,Un article que potser hauria d'anar a la secció d'opinió. Sembla que el misògin del periodista no té clar ni els gèneres de la seva professió.
107,DI20240927150600,DI20240927150600-17078789,https://www.diariandorra.ad/nacional/240927/ensenyat-referma-compromis-d-andorra-lluita-canvi-climatic_158912.html,catala,article,Ensenyat referma el compromís d'Andorra en la lluita contra el canvi climàtic,Avui dia el canvi climàtic i la utòpica transició energètica ja no aporten cap rèdit polític. Els més llestos de la classe ja fa dies que s’han passat a la promoció de la digitalització i de la IA.
108,DI20240904054600,DI20240904054600-15934992,https://www.diariandorra.ad/nacional/240904/l-allau-d-inscripcions-desborda-les-previsions-per-als-cursos-catala_157473.html,catala,article,L’allau d’inscripcions desborda les previsions per als cursos de català,"El que és una vergonya que s’exigeixi només un nivell A1 per renovar la residència. Un nivell A1 és saber dir ‘Hola’, ‘Adéu’, els colors i poca cosa més. Caldria exigir, com a mínim, un nivell C1 de català per obtenir el permís de residència. A Andorra hi sobra gent i amb el nivell C1 es podria descongestionar el país  “animant” a molta immigració de “baixa qualitat” o baix o nul valor afegit a cercar d’altres llocs on anar, assegurant-se de que els que es queden són els millors i que estan realment compromesos amb la cultura i la llengua del país. "
109,DI20240908131100,DI20240908131100-15993587,https://www.diariandorra.ad/nacional/240908/propietari-gos-respon-durament-parc-l-alt-pirineu_157709.html,catala,article,El propietari del gos respon durament al Parc de l'Alt Pirineu,La culpa de los ( no controladores de los animales salvajes ) no del perro ni su dueño...hoy cada uno hace tan mal su trabajo...que luego se le hecha la culpa a terceros..como ahora los banders...o vigilantes de las montañas que no cumplen su trabajo...y el pobre perro y su dueño lo pagan caro...eso no es así...adsoluccion total para ellos y que se les indemice..y castigo para los que no cumplen con su deber...
110,DI20240915060200,DI20240915060200-16052806,https://www.diariandorra.ad/nacional/240915/setmana-l-isard-amb-record-participants_158134.html,catala,article,Una setmana de l’isard amb rècord de participants,Es un pais on manen els cognoms i no importen les opinions si no coincideixen amb els dels cognoms.
111,AL20240918215300,AL20240918215300-224983,https://www.altaveu.com/actualitat/administracio/catala-fa-tombar-concursos-trobar-sotsoficial-caporals-circulacio-andorra-vella_60423_102.html,catala,article,El català fa tombar els concursos per trobar sotsoficial i caporals de circulació a Andorra la Vella,Bé ara que entri la fleuma de torn
112,DI20240921113300,DI20240921113300-16345138,https://www.diariandorra.ad/nacional/240921/neix-plataforma-pirineu-viu-per-lluitar-turistificacio_158535.html,catala,article,Neix la plataforma Pirineu Viu per lluitar contra la turistificació,Lo mejor de cada casa todo junto Jajajajaa
113,DI20240903132200,DI20240903132200-15924286,https://www.diariandorra.ad/nacional/240903/s-esgoten-temps-record-les-inscripcions-als-cursos-catala_157446.html,catala,article,S'esgoten en temps rècord les inscripcions als cursos de català,Ja podeu estar contenta amb aquests resultats...
114,DI20240903132200,DI20240903132200-15925555,https://www.diariandorra.ad/nacional/240903/s-esgoten-temps-record-les-inscripcions-als-cursos-catala_157446.html,catala,article,S'esgoten en temps rècord les inscripcions als cursos de català,"Dios mio que cosa mas importante, mon dieux q'elle chausse trés important, meu deus que coisa mais importante, what an important thing, 🤣🤣🤣"
115,DI20240908131100,DI20240908131100-15985699,https://www.diariandorra.ad/nacional/240908/propietari-gos-respon-durament-parc-l-alt-pirineu_157709.html,catala,article,El propietari del gos respon durament al Parc de l'Alt Pirineu,Ben dit!
116,DI20240907175800,DI20240907175800-15984288,https://www.diariandorra.ad/nacional/240907/bombers-mobilitza-l-helicopter-rescat-nocturn-territori-catala_157698.html,catala,article,Bombers mobilitza l'helicòpter en un rescat nocturn en territori català,"Ara se'ls hauria de recordar als pagesos de Alt Urgell que van tallar la frontera d'Andorra deixant incomunicat tot el pais, els hagués pogut passar a ells, Andorra sempre ha estat un pais solidari"
117,DI20240928163500,DI20240928163500-19111370,https://www.diariandorra.ad/nacional/240928/bonell-reivindica-catala-com-llengua-viva-barcelona_158968.html,catala,article,Bonell reivindica el català com a llengua viva a Barcelona,"Mare meva quin morro que li posen al tema!  se'n va a Barcelona a reivindicar el català, EMPLENANT el país de SUDAMERICANS que ni Déu atent a cap botiga amb, cafeteria, restaurant  amb català i ningú controla que així sigui i té la poca vergonya i la paxorra de sortir amb aquesta buleria, si lo únic que us preocupa per tots els  vostres negocis es que surtin  ven baratos, 2 a preu de 1 i lo altre us la bufa, imagino que es per això que tenim el QUEXUA com a llengua de referència"
118,DI20240905060500,DI20240905060500-15946126,https://www.diariandorra.ad/nacional/240905/amor-liquid-i-terra-enganxos_157540.html,catala,article,Amor líquid i terra enganxós,La ideologia de gènere és una aberració evolutiva pròpia de la decadència dels nostres temps.
119,DI20240901060700,DI20240901060700-15903005,https://www.diariandorra.ad/nacional/240901/quatre-docents-reforcen-l-area-llengua-catalana-per-afrontar-nou-curs_157310.html,catala,article,Quatre docents reforcen l’àrea de llengua catalana per afrontar el nou curs,"Quin puto Catalanisme fastigós..... fot fàstic aquest tema, som pitjors que els lazis."
120,DI20240911112100,DI20240911112100-16016259,https://www.diariandorra.ad/nacional/240911/cultura-destina-46-000-euros-campanya-per-difondre-llei-catala_157899.html,catala,article,Cultura destina 46.000 euros a la campanya per difondre la llei del català,La llei del català? Si per votar si o no al referèndum el que cal saber és anglès!
121,DI20240904054600,DI20240904054600-15930054,https://www.diariandorra.ad/nacional/240904/l-allau-d-inscripcions-desborda-les-previsions-per-als-cursos-catala_157473.html,catala,article,L’allau d’inscripcions desborda les previsions per als cursos de català,"Una llei feta per gent supremacista, per mi no te cap valor..."
122,DI20240920124600,DI20240920124600-16335069,https://www.diariandorra.ad/nacional/240920/molne-aposta-per-mes-cooperacio-internacional-conferencia-iberoamericana_158490.html,catala,article,Molné aposta per més cooperació internacional a la conferència iberoamericana,"Ja som Hispano andorrans portuguesos, llatins i caribenys, tenim més tracte amb el tercer món que amb els països desenvolupats del nord d'Europa."
123,DI20240901060700,DI20240901060700-15907450,https://www.diariandorra.ad/nacional/240901/quatre-docents-reforcen-l-area-llengua-catalana-per-afrontar-nou-curs_157310.html,catala,article,Quatre docents reforcen l’àrea de llengua catalana per afrontar el nou curs,Putos COLONS espanyolistes! Només saben imposar com han fet sempre. Se'n diu: supremacisme lingüític.
124,DI20240908131100,DI20240908131100-15996300,https://www.diariandorra.ad/nacional/240908/propietari-gos-respon-durament-parc-l-alt-pirineu_157709.html,catala,article,El propietari del gos respon durament al Parc de l'Alt Pirineu,"Que els osos tornin al Pirineu d'on van ser injustament exterminats no hauria de molestar ningú. Es tracta d'un accident però crec que tot plegar és, ha de ser, COMPATIBLE. El Pirineu és la casa d'ossos, isatrds, cèrvols, cabirols, senglars, marmotes i ..humans. Que ningú no s'emprenyi amb mi si us plau."
125,AL20240918215300,AL20240918215300-225045,https://www.altaveu.com/actualitat/administracio/catala-fa-tombar-concursos-trobar-sotsoficial-caporals-circulacio-andorra-vella_60423_102.html,catala,article,El català fa tombar els concursos per trobar sotsoficial i caporals de circulació a Andorra la Vella,"L’anterior Comu si,saltan-se la llei i la norma així tenim alguns càrrecs contra llei fets a mida"
126,DI20240907175800,DI20240907175800-15984145,https://www.diariandorra.ad/nacional/240907/bombers-mobilitza-l-helicopter-rescat-nocturn-territori-catala_157698.html,catala,article,Bombers mobilitza l'helicòpter en un rescat nocturn en territori català,"El problema mes gran el tenim amb els periodistes, els que cobren de l’estat inclòs.   Tots son independentistes de Barcelona."
127,DI20240915054700,DI20240915054700-16052221,https://www.diariandorra.ad/esports/240915/morabanc-on-fire_158125.html,catala,article,Un MoraBanc ‘on fire’,"Flac favor fem a la nostra malmesa llengua usant anglicismes sistemàticament, què passa, que la nostra llengua no és el que mola? Com a Premsa teniu una responsabilitat que va més enllà que informar."
128,DI20240911112100,DI20240911112100-16017816,https://www.diariandorra.ad/nacional/240911/cultura-destina-46-000-euros-campanya-per-difondre-llei-catala_157899.html,catala,article,Cultura destina 46.000 euros a la campanya per difondre la llei del català,"Una llei del Català que serà eclipsada per l'onada d'anglicismes que utilitza el Govern en esdeveniments esportius, culturals, musicals i comercials."
129,DI20240924061000,DI20240924061000-16376610,https://www.diariandorra.ad/nacional/240924/pirineu-viu-culpa-andorra-tots-els-mals-l-alt-urgell_158684.html,catala,article,Pirineu Viu culpa Andorra de tots els mals de l’Alt Urgell,"Jajaja, sóc andorrà i m'encanta veure andorranitos picats i plorant quan se'ls hi fa una qualsevol crítica"
130,DI20240927064800,DI20240927064800-17075844,https://www.diariandorra.ad/nacional/240927/vacunat-llengua-blava-tot-ramat-bovi-i-ovi-pais_158903.html,catala,article,Vacunat de llengua blava tot el ramat boví i oví del país,Al Blat també l'heu vacunat?
131,DI20240924061000,DI20240924061000-16378241,https://www.diariandorra.ad/nacional/240924/pirineu-viu-culpa-andorra-tots-els-mals-l-alt-urgell_158684.html,catala,article,Pirineu Viu culpa Andorra de tots els mals de l’Alt Urgell,"Si voleu pisos barats, controleu la delinqüència fiscal."
132,DI20240909110700,DI20240909110700-15994038,https://www.diariandorra.ad/nacional/240909/l-amo-gos-acusa-parc-l-alt-pirineu-l-atac-l_157732.html,catala,article,L’amo del gos acusa el Parc de l’Alt Pirineu de l’atac de l’os,"Segur què si torna a veure l'ós ja no l'atacara i tù porte-l lligat, a tù t'haurien de sancionar."
133,DI20240924061000,DI20240924061000-16382599,https://www.diariandorra.ad/nacional/240924/pirineu-viu-culpa-andorra-tots-els-mals-l-alt-urgell_158684.html,catala,article,Pirineu Viu culpa Andorra de tots els mals de l’Alt Urgell,Talleu l’aigua i que aquests catalans sols beguin cocacola 
134,AL20240918215300,AL20240918215300-225107,https://www.altaveu.com/actualitat/administracio/catala-fa-tombar-concursos-trobar-sotsoficial-caporals-circulacio-andorra-vella_60423_102.html,catala,article,El català fa tombar els concursos per trobar sotsoficial i caporals de circulació a Andorra la Vella,Mireu a Encamp. He escoltat lo mateix.
135,DI20240908131100,DI20240908131100-15991844,https://www.diariandorra.ad/nacional/240908/propietari-gos-respon-durament-parc-l-alt-pirineu_157709.html,catala,article,El propietari del gos respon durament al Parc de l'Alt Pirineu,Un os es una bestia salvatge !!!
136,DI20240904054600,DI20240904054600-15930886,https://www.diariandorra.ad/nacional/240904/l-allau-d-inscripcions-desborda-les-previsions-per-als-cursos-catala_157473.html,catala,article,L’allau d’inscripcions desborda les previsions per als cursos de català,"Els cursos no són gratuïts, els paguem entre tots amb impostos."
137,DI20240909110700,DI20240909110700-15993865,https://www.diariandorra.ad/nacional/240909/l-amo-gos-acusa-parc-l-alt-pirineu-l-atac-l_157732.html,catala,article,L’amo del gos acusa el Parc de l’Alt Pirineu de l’atac de l’os,Qui és aquest fenomen i? 
138,DI20240924061000,DI20240924061000-16376644,https://www.diariandorra.ad/nacional/240924/pirineu-viu-culpa-andorra-tots-els-mals-l-alt-urgell_158684.html,catala,article,Pirineu Viu culpa Andorra de tots els mals de l’Alt Urgell,El victimisme de sempre... tants mesos sense que Catalunya tingui govern i ara foteu el Salvador Illa... Aneu a queixar vos al parlament i no foteu pena... i dir que Andorra es l unica causant... psicologicament no esteu molt bé
139,DI20240908113000,DI20240908113000-15987580,https://www.diariandorra.ad/nacional/240908/nou-radar-tram-l-2-bruc_157704.html,catala,article,Nou radar de tram a l'A-2 al Bruc,En la esquina Mallorca/Provença de Bcn  han puesto un paso de peatones.
140,DI20240921113300,DI20240921113300-16372266,https://www.diariandorra.ad/nacional/240921/neix-plataforma-pirineu-viu-per-lluitar-turistificacio_158535.html,catala,article,Neix la plataforma Pirineu Viu per lluitar contra la turistificació,Sort i encerts !!
141,DI20240927150600,DI20240927150600-17079087,https://www.diariandorra.ad/nacional/240927/ensenyat-referma-compromis-d-andorra-lluita-canvi-climatic_158912.html,catala,article,Ensenyat referma el compromís d'Andorra en la lluita contra el canvi climàtic,"Andorra fa molts discursos, però inverteix molt poc en recerca i innovació."
142,DI20240908113000,DI20240908113000-15988178,https://www.diariandorra.ad/nacional/240908/nou-radar-tram-l-2-bruc_157704.html,catala,article,Nou radar de tram a l'A-2 al Bruc,Escurabutxaques 
143,DI20240924061000,DI20240924061000-16377331,https://www.diariandorra.ad/nacional/240924/pirineu-viu-culpa-andorra-tots-els-mals-l-alt-urgell_158684.html,catala,article,Pirineu Viu culpa Andorra de tots els mals de l’Alt Urgell,"Els mals de la vostra comarca, els mals de la vostra comunitat autonoma i del vostre pais ( Espanya) es directament proporcional a com heu votat, si voteu ineptes, doncs ateniu-vos a les consequencies, i la gent i empreses no fugirien si no els robessin el 50% del que guanyen. Pero seguiu votant ineptes e inutils que nomes estan on estan per llepar culs i envolicar-se amb la bandera. Disfruteu de lo votat!!! I els unics culpables d’aquesta situacio sou el poble per votar a qui voteu."
144,DI20240909110700,DI20240909110700-15995938,https://www.diariandorra.ad/nacional/240909/l-amo-gos-acusa-parc-l-alt-pirineu-l-atac-l_157732.html,catala,article,L’amo del gos acusa el Parc de l’Alt Pirineu de l’atac de l’os,Hahahaha
145,DI20240909110700,DI20240909110700-15995555,https://www.diariandorra.ad/nacional/240909/l-amo-gos-acusa-parc-l-alt-pirineu-l-atac-l_157732.html,catala,article,L’amo del gos acusa el Parc de l’Alt Pirineu de l’atac de l’os,"Éste espécimen es de los que lleva el perro suelto porque ""estoy en la naturaleza"""
146,DI20240907175800,DI20240907175800-15978858,https://www.diariandorra.ad/nacional/240907/bombers-mobilitza-l-helicopter-rescat-nocturn-territori-catala_157698.html,catala,article,Bombers mobilitza l'helicòpter en un rescat nocturn en territori català,Territori català no ! Regió dintre d’Espanya ! Pesats ! 
147,DI20240924061000,DI20240924061000-16378989,https://www.diariandorra.ad/nacional/240924/pirineu-viu-culpa-andorra-tots-els-mals-l-alt-urgell_158684.html,catala,article,Pirineu Viu culpa Andorra de tots els mals de l’Alt Urgell,"Al final són gent amb poca feina i ganes de protagonisme que no ha tingut mai ni amb els amics, gent frustrada i poc treballadora, fa dies que sabem qui sou, però si no fos per Andorra i una mica Piugcerda ens morirem de gana, sou una vergonya per nosaltres, andorrans ni cas, molts de nosaltres som família o amics, aquests no son ningú."
148,DI20240905060500,DI20240905060500-15944098,https://www.diariandorra.ad/nacional/240905/amor-liquid-i-terra-enganxos_157540.html,catala,article,Amor líquid i terra enganxós,I quan ens costa aquest xiringuito cutre i inútil?
149,DI20240924061000,DI20240924061000-16377527,https://www.diariandorra.ad/nacional/240924/pirineu-viu-culpa-andorra-tots-els-mals-l-alt-urgell_158684.html,catala,article,Pirineu Viu culpa Andorra de tots els mals de l’Alt Urgell,"Si en comptes de legislar en el seu territori per solucionar un problema es dediquen a donar-li la culpa a un altre país, això ja diu molt de lo ineptes que són...res més a dir."
150,DI20240902055600,DI20240902055600-15915834,https://www.diariandorra.ad/nacional/240902/nou-index-situa-andorra-com-pais-mes-segur-mon_157353.html,avortament,article,Un nou índex situa Andorra com el país més segur del món,"En seguretat laboral anem a la cua, però."
151,DI20240919195200,DI20240919195200-16329966,https://www.diariandorra.ad/nacional/240919/els-primers-avencos-sobre-despenalitzacio-l-avortament-tindran-2025_158443.html,avortament,article,Els primers avenços sobre la despenalització de l'avortament es tindran el 2025,El dia que us doneu compte que cada embrio abortat podia ser un de nosaltres flipareu amb la doble moral que vivim… hitler i la camara de gas un juguet comparat amb el que esta passant en els nostres temps…  racionalidad limitada deia Kant… i tant limitada que de racionalitat ben poca
152,DI20240910055000,DI20240910055000-16004465,https://www.diariandorra.ad/nacional/240910/prostitucio-pis-centre-d-encamp_157788.html,avortament,article,Prostitució en un pis al centre d’Encamp,Millor així no cal sortir d'Andorra i gastar gasolina 
153,DI20240919195200,DI20240919195200-16330041,https://www.diariandorra.ad/nacional/240919/els-primers-avencos-sobre-despenalitzacio-l-avortament-tindran-2025_158443.html,avortament,article,Els primers avenços sobre la despenalització de l'avortament es tindran el 2025,"Reflexió: Igual que en èpoques pretèrites, el dret a tenir esclaus, era possible i estava acceptat socialment, i avui la esclavitut està prohibida i és moralment inconcedible a cap país del món,,,, així serà amb l'avortament, les generacions venideres aboliran el dret d'agressió a la vida humana.... Per principi d'evolució, així serà, si no ens hem extinguit abans, claro..."
154,DI20240902055600,DI20240902055600-15912547,https://www.diariandorra.ad/nacional/240902/nou-index-situa-andorra-com-pais-mes-segur-mon_157353.html,avortament,article,Un nou índex situa Andorra com el país més segur del món,"Suposo que quan es parla de la seguretat es valora tema diamants de sang, tema contrabando, tema expropiacions als privats... vamos totes les coses que passen x alla a dalt i que es callen. No?"
155,DI20240902055600,DI20240902055600-15910343,https://www.diariandorra.ad/nacional/240902/nou-index-situa-andorra-com-pais-mes-segur-mon_157353.html,avortament,article,Un nou índex situa Andorra com el país més segur del món,L'index té en compte la violència econòmica estructural?
156,DI20240902055600,DI20240902055600-15910188,https://www.diariandorra.ad/nacional/240902/nou-index-situa-andorra-com-pais-mes-segur-mon_157353.html,avortament,article,Un nou índex situa Andorra com el país més segur del món,🫣
157,DI20240925104100,DI20240925104100-16390734,https://www.diariandorra.ad/nacional/240925/campanya-per-incorporar-igualtat-gestio-empresarial_158774.html,avortament,article,Campanya per aplicar la igualtat en la gestió empresarial,Per què a l'IAD no hi ha paritat?🤡
158,DI20240910055000,DI20240910055000-16004911,https://www.diariandorra.ad/nacional/240910/prostitucio-pis-centre-d-encamp_157788.html,avortament,article,Prostitució en un pis al centre d’Encamp,Es que anem a menys en tot.
159,DI20240919115800,DI20240919115800-16327475,https://www.diariandorra.ad/nacional/240919/afers-socials-reconeix-discapacitat-d-11-persones-durant-primer-trimestre_158423.html,avortament,article,Afers socials reconeix la discapacitat d'11 persones durant el primer trimestre,"Per cert, la foto no correspon a l’actualitat. Aquests ministeris com a tals no exiteixen, i la foto tampoc. Es antic tot plegat………4-5 anys enrerra????"
160,AL20240926122100,AL20240926122100-226249,https://www.altaveu.com/actualitat/afers-socials/campanya-stop-violencies-denunciar-situacio-avortament-andorra_60606_102.html,avortament,article,Campanya d’Stop Violències per denunciar la situació de l’avortament a Andorra,"Ella ja paga, beneït!! La idea es que ho pagui el país i no una associació que ni tant sols cobra per la seva feina"
161,DI20240902055600,DI20240902055600-15910730,https://www.diariandorra.ad/nacional/240902/nou-index-situa-andorra-com-pais-mes-segur-mon_157353.html,avortament,article,Un nou índex situa Andorra com el país més segur del món,"Trobant-nos al mig d'Europa, i sobretot al costat de França és un miracle. Malauradament les pressions de la UE en breu acabaran amb això, convertint-nos en país d'acollida sense filtres, amb tot el que comporta. NO a la UE"
162,DI20240902055800,DI20240902055800-15909852,https://www.diariandorra.ad/nacional/240902/cop-mes-agencies_157354.html,avortament,article,Cada cop més agències,Aixo ja sembla l'Argentina kirchnerista.
