index,topic,article_id,comment_id,comment_content,article_link,article_title
86,pensions,DI20240912061000,DI20240912061000-16025101,Que busqui farina que ple Andorra !!!! Ah no perdó sols les coses fàcils.,https://www.diariandorra.ad/nacional/240912/policia-investiga-altres-pisos-on-hi-prostitucio_157951.html,La policia investiga altres pisos on hi ha prostitució
87,pensions,DI20240926060000,DI20240926060000-17068876,O muy rico o comunista el Antonio.,https://www.diariandorra.ad/nacional/240926/deficit-cass-juny-15-7-milions-d-euros_158815.html,"El dèficit de la CASS era al juny de 15,7 milions d’euros"
88,pensions,DI20240916055100,DI20240916055100-16064636,"Ostres, super bona aquesta!!! Per quan apliquem aquí, si us plau? L'escola andorrana és el càncer i el forat sense fons de l'Administració",https://www.diariandorra.ad/nacional/240916/els-mestres-reclamen-millores-laborals-per-dignificar-professio_158189.html,Els mestres reclamen millores laborals per dignificar la professió
89,pensions,DI20240912172400,DI20240912172400-16031866,"No se quin comptador deu utilitzar aquest senyor, nosaltres en tenim un desde fa un any i sembla que va per llarg en la llista d'espera...",https://www.diariandorra.ad/nacional/240912/cap-padri-llista-d-espera-per-entrar-residencia_157994.html,Cap padrí en llista d'espera per entrar a la residència
90,pensions,DI20240906055500,DI20240906055500-15970119,"Doncs Noi, com pensas que EEUU, acconseguix aquest premi nobels extrangers que van alli a investigar……. A EEUU SI vals et pagan fort, i et posan un laboratori  de franc, ….el que faci falta.",https://www.diariandorra.ad/nacional/240906/l-institut-ramon-cugat-demanar-instal-lacions-franc_157600.html,L’Institut Ramon Cugat va demanar instal·lacions de franc
91,pensions,DI20240926055300,DI20240926055300-16755356,Tanqueu la porta de una P... vegada i deixeu de emplenar el país de misèria. ,https://www.diariandorra.ad/nacional/240926/les-ajudes-ocasionals-mengen-resta-subvencions-d-afers-socials_158812.html,Les ajudes ocasionals es mengen la resta de subvencions d’Afers Socials
92,pensions,DI20240912061000,DI20240912061000-16029567,Aquesta setmana totes contractades a la muntanya. ,https://www.diariandorra.ad/nacional/240912/policia-investiga-altres-pisos-on-hi-prostitucio_157951.html,La policia investiga altres pisos on hi ha prostitució
93,pensions,DI20240904060000,DI20240904060000-15930817,El manual neoliberal privatitza els beneficis i socialitza les pèrdues.,https://www.diariandorra.ad/opinio/la-seca-la-meca/240904/credits-tous_157479.html,Crèdits tous
94,pensions,DI20240926055300,DI20240926055300-17063801,+1,https://www.diariandorra.ad/nacional/240926/les-ajudes-ocasionals-mengen-resta-subvencions-d-afers-socials_158812.html,Les ajudes ocasionals es mengen la resta de subvencions d’Afers Socials
95,pensions,DI20240906055500,DI20240906055500-15952677,Que vagin a EEUU a demanar això... Que vagin al Trump que te mokts tetrenys veuràs quin riure i amb quines condicions xd,https://www.diariandorra.ad/nacional/240906/l-institut-ramon-cugat-demanar-instal-lacions-franc_157600.html,L’Institut Ramon Cugat va demanar instal·lacions de franc
96,pensions,DI20240925055900,DI20240925055900-16389065,"Mira de entrada no soc funcionari, de la meva situació laboral no en tens ni idea així que no treguis conclusions tant rapides. ",https://www.diariandorra.ad/nacional/240925/concordia-vol-limitar-els-permisos-d-acces-pais-atorga-govern_158746.html,Concòrdia vol limitar els permisos d’accés al país que atorga el Govern
97,pensions,DI20240922060300,DI20240922060300-16362023,Jahaha. 50 pavos. Ho que valen 2 paquets de paper de cul,https://www.diariandorra.ad/nacional/240922/pensio-revalora-50-euros-per-qui-cotitzat-mes-20-anys_158574.html,La pensió es revalora 50 euros per a qui ha cotitzat més de 20 anys
98,pensions,AL20240925164000,AL20240925164000-226080,Tal qual.,https://www.altaveu.com/actualitat/sanitat/cass-tanca-primer-semestre-deficit-sanitari-157-milions-euros_60584_102.html,"La CASS tanca el primer semestre amb un dèficit sanitari de 15,7 milions d’euros"
99,pensions,DI20240925055900,DI20240925055900-16391155,"Totalment d.accord. ,ja fa anys que el pais ho necessita....",https://www.diariandorra.ad/nacional/240925/concordia-vol-limitar-els-permisos-d-acces-pais-atorga-govern_158746.html,Concòrdia vol limitar els permisos d’accés al país que atorga el Govern
100,catala,DI20240909110700,DI20240909110700-15994056,Si t'el guatdes a caseta segur que no li passarà res.,https://www.diariandorra.ad/nacional/240909/l-amo-gos-acusa-parc-l-alt-pirineu-l-atac-l_157732.html,L’amo del gos acusa el Parc de l’Alt Pirineu de l’atac de l’os
101,catala,DI20240924061000,DI20240924061000-16383068,"Per molta música celestial i poesia que alguns ens volen fer escoltar, l'Alt d'Urgell (pel moment) no és la vuitena parròquia d'Andorra. ",https://www.diariandorra.ad/nacional/240924/pirineu-viu-culpa-andorra-tots-els-mals-l-alt-urgell_158684.html,Pirineu Viu culpa Andorra de tots els mals de l’Alt Urgell
102,catala,AL20240918215300,AL20240918215300-225109,"si només fos a circulació, i els altres departaments que .... i el sindicat on es ?",https://www.altaveu.com/actualitat/administracio/catala-fa-tombar-concursos-trobar-sotsoficial-caporals-circulacio-andorra-vella_60423_102.html,El català fa tombar els concursos per trobar sotsoficial i caporals de circulació a Andorra la Vella
103,catala,DI20240924061000,DI20240924061000-16377707,"Quanta gent de la Seu i de tot l'alt Urgell viu a Andorra ? Moooolta i han estat ben acollits per Andorra i no se'ls ha senyalat mai com un problema per Andorra, ni se'ls culpa de la pujada de preus de l'habitatge a Andorra quan també hi han contribuït. Crec que entre territoris fronterers ens hem de veure com germans, no com enemics. Hem de treballar tots junts per el territori i quan a uns els hi va bé, als altres també els hi va bé. No hem de defensar les rivalitats entre els 2 territoris.",https://www.diariandorra.ad/nacional/240924/pirineu-viu-culpa-andorra-tots-els-mals-l-alt-urgell_158684.html,Pirineu Viu culpa Andorra de tots els mals de l’Alt Urgell
104,catala,DI20240924061000,DI20240924061000-16390200,+1,https://www.diariandorra.ad/nacional/240924/pirineu-viu-culpa-andorra-tots-els-mals-l-alt-urgell_158684.html,Pirineu Viu culpa Andorra de tots els mals de l’Alt Urgell
105,catala,DI20240905060500,DI20240905060500-15946126,La ideologia de gènere és una aberració evolutiva pròpia de la decadència dels nostres temps.,https://www.diariandorra.ad/nacional/240905/amor-liquid-i-terra-enganxos_157540.html,Amor líquid i terra enganxós
106,catala,DI20240904054600,DI20240904054600-15935409,"Les coses no pasen per casualitat aquest país i si el país té un nivell cultural i de formació tant baix es perquè els polítics s'han pirrat per aquest model de país i immigració, no cal donar tota la culpa a ells que aquí no entra ningú si govern no vol.",https://www.diariandorra.ad/nacional/240904/l-allau-d-inscripcions-desborda-les-previsions-per-als-cursos-catala_157473.html,L’allau d’inscripcions desborda les previsions per als cursos de català
107,catala,DI20240922060000,DI20240922060000-16355861,"Els socialistes i la seva colla de bruixes histèriques segueixen fent jocs de malabars per intentar destronar el coprincep, ",https://www.diariandorra.ad/nacional/240922/espot-vol-tractar-amb-illa-conveni-sanitari_158573.html,Espot vol tractar amb Illa el conveni sanitari
108,catala,DI20240924061000,DI20240924061000-16377056,Si no fos per Andorra el Pirineu s'estaria morint de gana i tot seguiria a l'édat de pedra.Quina vergonya aquesta gent amb poc cap,https://www.diariandorra.ad/nacional/240924/pirineu-viu-culpa-andorra-tots-els-mals-l-alt-urgell_158684.html,Pirineu Viu culpa Andorra de tots els mals de l’Alt Urgell
109,catala,DI20240920124600,DI20240920124600-16335069,"Ja som Hispano andorrans portuguesos, llatins i caribenys, tenim més tracte amb el tercer món que amb els països desenvolupats del nord d'Europa.",https://www.diariandorra.ad/nacional/240920/molne-aposta-per-mes-cooperacio-internacional-conferencia-iberoamericana_158490.html,Molné aposta per més cooperació internacional a la conferència iberoamericana
110,catala,DI20240924061000,DI20240924061000-16377044,Informat abans de parlar perquè justament hi ha lleis per transfronterers ;),https://www.diariandorra.ad/nacional/240924/pirineu-viu-culpa-andorra-tots-els-mals-l-alt-urgell_158684.html,Pirineu Viu culpa Andorra de tots els mals de l’Alt Urgell
111,catala,DI20240924061000,DI20240924061000-16377331,"Els mals de la vostra comarca, els mals de la vostra comunitat autonoma i del vostre pais ( Espanya) es directament proporcional a com heu votat, si voteu ineptes, doncs ateniu-vos a les consequencies, i la gent i empreses no fugirien si no els robessin el 50% del que guanyen. Pero seguiu votant ineptes e inutils que nomes estan on estan per llepar culs i envolicar-se amb la bandera. Disfruteu de lo votat!!! I els unics culpables d’aquesta situacio sou el poble per votar a qui voteu.",https://www.diariandorra.ad/nacional/240924/pirineu-viu-culpa-andorra-tots-els-mals-l-alt-urgell_158684.html,Pirineu Viu culpa Andorra de tots els mals de l’Alt Urgell
112,catala,DI20240908131100,DI20240908131100-15987371,"Estem segurs que amb irresponsables com aquest  ¨propietari de gos¨, que passi una desgràcia serà fàcil. ",https://www.diariandorra.ad/nacional/240908/propietari-gos-respon-durament-parc-l-alt-pirineu_157709.html,El propietari del gos respon durament al Parc de l'Alt Pirineu
113,catala,DI20240909110200,DI20240909110200-16000987,Quants mestres mantenim per 11.300 alumnes?,https://www.diariandorra.ad/nacional/240909/els-escolars-inicien-curs_157751.html,El curs escolar arrenca amb 11.352 alumnes
114,catala,AL20240918215300,AL20240918215300-225273,"Secret professional de què? Si està publicat al bopa on tothom té accés on és el secret? El que calen son comandaments com déu mana, no el que hi ha ara, que de dos no en fas un. Que inclús en el seu dia de festa van buscant al guàrdia a veure que fá, veuen vehicle mal estacionat i fan fotos i l'envien per WhatsApp per a que vagi el guardia i faci algo, en comptes de gaudir de la festa o les vacances en família. M'alegro que hagi sortit aquesta notícia, així el ciutadà s'adona que això de millorar el mal clima laboral és una simple ""pantomima"" fan els edictes a mida i després passa el que passa i qui acaba perjudicat es el ciutadà. Des de gener del 2023, on estàn les càmares unipersonals, s'ha parlat algo de la prejubilació, s'ha definit el tema de ""Cos especial en àmbit comunal""? Estem entrant al 2025 i res de res, clar, es que com és una millora, que es fotin. I no és un capritx és per llei, tant si els hi agrada com si no, a que esperen a respectar la llei o complir-la? Però després si l'agent fa algo que no agrada al comandament tot i que el comandament tingui festa o vacances estàs fotut.",https://www.altaveu.com/actualitat/administracio/catala-fa-tombar-concursos-trobar-sotsoficial-caporals-circulacio-andorra-vella_60423_102.html,El català fa tombar els concursos per trobar sotsoficial i caporals de circulació a Andorra la Vella
115,catala,DI20240904054600,DI20240904054600-15930556,Molt bé. Si no domines la llengua del país per a que vius a aqueix país?,https://www.diariandorra.ad/nacional/240904/l-allau-d-inscripcions-desborda-les-previsions-per-als-cursos-catala_157473.html,L’allau d’inscripcions desborda les previsions per als cursos de català
116,catala,DI20240904054600,DI20240904054600-15936559,Com el castella pel spanglish,https://www.diariandorra.ad/nacional/240904/l-allau-d-inscripcions-desborda-les-previsions-per-als-cursos-catala_157473.html,L’allau d’inscripcions desborda les previsions per als cursos de català
117,catala,AL20240915213100,AL20240915213100-224596,"Transcripció literal d’un article del cod penal,en fi deu ser d’algun que es creu erudit en matèria.",https://www.altaveu.com/reportatges/catala-fet-mida_60322_102.html,Català fet a mida?
118,catala,DI20240915060200,DI20240915060200-16053718,"es dir, tu et trobes devant d un os que et ve a atacar i vas amb el rifle i no fas res? li demanes sisplau que et deixi en pau? a com?",https://www.diariandorra.ad/nacional/240915/setmana-l-isard-amb-record-participants_158134.html,Una setmana de l’isard amb rècord de participants
119,catala,DI20240924061000,DI20240924061000-16382842,"Doncs el capitalista Milton té tota la raó. Tota aquesta gent es presenten com a “moviments socials” en el fons amaguen pulsions col·lectivitzadores i contràries a les llibertats individuals, esquerra de la més rància i casposa, en fi, que al final sempre se sap de que plora la criatura. ",https://www.diariandorra.ad/nacional/240924/pirineu-viu-culpa-andorra-tots-els-mals-l-alt-urgell_158684.html,Pirineu Viu culpa Andorra de tots els mals de l’Alt Urgell
120,catala,DI20240924061000,DI20240924061000-16378444,"A l’Alt Urgell i a la Cerdanya no hi ha cap problema amb els preus. Jo vaig heredar del papà una hisenda a Bolvir on hi tenim cavalls i hi pujo amb el Maserati els caps de setmana d’hivern a esquiar, i alguns dies a l’estiu al",https://www.diariandorra.ad/nacional/240924/pirineu-viu-culpa-andorra-tots-els-mals-l-alt-urgell_158684.html,Pirineu Viu culpa Andorra de tots els mals de l’Alt Urgell
121,catala,DI20240924064300,DI20240924064300-16384976,Gràcies per dir el que molts sentim i pensem!! ,https://www.diariandorra.ad/opinio/la-tribuna/240924/pont_158698.html,El pont
122,catala,DI20240924061000,DI20240924061000-16378989,"Al final són gent amb poca feina i ganes de protagonisme que no ha tingut mai ni amb els amics, gent frustrada i poc treballadora, fa dies que sabem qui sou, però si no fos per Andorra i una mica Piugcerda ens morirem de gana, sou una vergonya per nosaltres, andorrans ni cas, molts de nosaltres som família o amics, aquests no son ningú.",https://www.diariandorra.ad/nacional/240924/pirineu-viu-culpa-andorra-tots-els-mals-l-alt-urgell_158684.html,Pirineu Viu culpa Andorra de tots els mals de l’Alt Urgell
123,catala,DI20240924061000,DI20240924061000-16377629,Aquesta afirmació es pot girar a la inversa. Els problemes d'habitatge d'Andorra no es poden traslladar a un altre país amb residències fictícies i després culpar-lo.,https://www.diariandorra.ad/nacional/240924/pirineu-viu-culpa-andorra-tots-els-mals-l-alt-urgell_158684.html,Pirineu Viu culpa Andorra de tots els mals de l’Alt Urgell
124,catala,DI20240908131100,DI20240908131100-15991951,La llàstima és el teu comentari. És nota que un amargat sense amics,https://www.diariandorra.ad/nacional/240908/propietari-gos-respon-durament-parc-l-alt-pirineu_157709.html,El propietari del gos respon durament al Parc de l'Alt Pirineu
125,catala,DI20240908131100,DI20240908131100-15986219,Lligat i An  morrió posat de por vida,https://www.diariandorra.ad/nacional/240908/propietari-gos-respon-durament-parc-l-alt-pirineu_157709.html,El propietari del gos respon durament al Parc de l'Alt Pirineu
126,catala,DI20240927054100,DI20240927054100-17075026,COM DIU EL REFRAN ( EL UNO POR EL OTRO Y LA CASA SIN BARRER). ,https://www.diariandorra.ad/parroquies/240927/dards-encreuats-per-l-habitatge-i-les-inversions-majoria-i-minoria_158877.html,Dards encreuats per l’habitatge i les inversions entre majoria i minoria
127,catala,DI20240901060700,DI20240901060700-15901443,"Andorra és al fons i a la forma anglofona, tots els esdeveniments polítics, culturals i mercantils són rotulats sistemàticament en anglès.",https://www.diariandorra.ad/nacional/240901/quatre-docents-reforcen-l-area-llengua-catalana-per-afrontar-nou-curs_157310.html,Quatre docents reforcen l’àrea de llengua catalana per afrontar el nou curs
128,catala,DI20240915060200,DI20240915060200-16052089,"A exterminar exemplars d'isards en digueu la ""setmana de l'Isard"" i termes tous com a ""captures""? Perquè no feu servir termes reals com una setmana amb llicència per matar esportivament isards, muflóns i cabirols.?",https://www.diariandorra.ad/nacional/240915/setmana-l-isard-amb-record-participants_158134.html,Una setmana de l’isard amb rècord de participants
129,catala,DI20240911112100,DI20240911112100-16017843,"Vaja, doncs primera multa al govern!!!",https://www.diariandorra.ad/nacional/240911/cultura-destina-46-000-euros-campanya-per-difondre-llei-catala_157899.html,Cultura destina 46.000 euros a la campanya per difondre la llei del català
130,catala,DI20240912064700,DI20240912064700-16031098,Però quina és la teva queixa?,https://www.diariandorra.ad/opinio/la-seca-la-meca/240912/llengua-imprescindible_157965.html,Una llengua imprescindible
131,catala,DI20240907175800,DI20240907175800-15984670,"si cada cop que puja el sem pediatric a buscar un nadó andorrà, o cada cop que fem servir un llit de UCI a sant pau haguesin de fer comentaris com el teu… no hi hauria prou pagines per omplir! es ajuda reciproca! i felicitats a bombers i responsables per tenir aquest recursos tecnologis i humans i poder oferir aquest servei a qui ho necesiti. ",https://www.diariandorra.ad/nacional/240907/bombers-mobilitza-l-helicopter-rescat-nocturn-territori-catala_157698.html,Bombers mobilitza l'helicòpter en un rescat nocturn en territori català
132,catala,DI20240908113000,DI20240908113000-15990357,"És a la zona del túnel, on ja fa temps que és a 80 i molta gent no en fa cas.",https://www.diariandorra.ad/nacional/240908/nou-radar-tram-l-2-bruc_157704.html,Nou radar de tram a l'A-2 al Bruc
133,catala,AL20240918215300,AL20240918215300-225275,"Les convocatories de govern son cada any. Ja fa dies que us podieu haver tret el B2, però entenc que és més fàcil  protestar que obrir un llibre.",https://www.altaveu.com/actualitat/administracio/catala-fa-tombar-concursos-trobar-sotsoficial-caporals-circulacio-andorra-vella_60423_102.html,El català fa tombar els concursos per trobar sotsoficial i caporals de circulació a Andorra la Vella
134,catala,DI20240909110700,DI20240909110700-15995880,I l'os s'ha de hallar les urpes.,https://www.diariandorra.ad/nacional/240909/l-amo-gos-acusa-parc-l-alt-pirineu-l-atac-l_157732.html,L’amo del gos acusa el Parc de l’Alt Pirineu de l’atac de l’os
135,catala,DI20240928163500,DI20240928163500-19113168,"Si, si, llengua moooolt viva, des de l'Alguer fins a Soldeu. Un xic exagerada la ministra.",https://www.diariandorra.ad/nacional/240928/bonell-reivindica-catala-com-llengua-viva-barcelona_158968.html,Bonell reivindica el català com a llengua viva a Barcelona
136,catala,DI20240903132200,DI20240903132200-15926162,Busques feina?,https://www.diariandorra.ad/nacional/240903/s-esgoten-temps-record-les-inscripcions-als-cursos-catala_157446.html,S'esgoten en temps rècord les inscripcions als cursos de català
137,catala,DI20240924061000,DI20240924061000-16376572,"Denúncia a tots aquells que no paguen els seus impostos on viuen, i solventat. ",https://www.diariandorra.ad/nacional/240924/pirineu-viu-culpa-andorra-tots-els-mals-l-alt-urgell_158684.html,Pirineu Viu culpa Andorra de tots els mals de l’Alt Urgell
138,catala,DI20240904054600,DI20240904054600-15931016,"Lo harán,  como lo han hecho tus padres o abuelos",https://www.diariandorra.ad/nacional/240904/l-allau-d-inscripcions-desborda-les-previsions-per-als-cursos-catala_157473.html,L’allau d’inscripcions desborda les previsions per als cursos de català
139,catala,DI20240908131100,DI20240908131100-15989516,Vespa! ,https://www.diariandorra.ad/nacional/240908/propietari-gos-respon-durament-parc-l-alt-pirineu_157709.html,El propietari del gos respon durament al Parc de l'Alt Pirineu
140,catala,DI20240908131100,DI20240908131100-15988085,"a la muntanya on no hi ha gent al voltant no hi ha cap problema per portar el gos deslligat!! Ja sabem que els que decideixen introduir ossos al Pirineu són una colla de ""pixapins"" que van a la muntanya de Collserola i prou! desitjo que el gos es curi ben aviat !",https://www.diariandorra.ad/nacional/240908/propietari-gos-respon-durament-parc-l-alt-pirineu_157709.html,El propietari del gos respon durament al Parc de l'Alt Pirineu
141,catala,DI20240907175800,DI20240907175800-15984658,"el problema el teniu els anticatalans! que esteu mes obsesionats en rependre als catalans que en arreglar el nostre pais! espanya te mes 500.000 km2, quin problema hi ha en especificar que han actuat en territori català? perque parlen de territori, no de nacio ni pais! ",https://www.diariandorra.ad/nacional/240907/bombers-mobilitza-l-helicopter-rescat-nocturn-territori-catala_157698.html,Bombers mobilitza l'helicòpter en un rescat nocturn en territori català
142,catala,AL20240903194700,AL20240903194700-222823,"Hauríeu de dir, si parles el Català ets un tiu cullunut, i si parles un altre idioma no, sobretot el Español",https://www.altaveu.com/reportatges/catala-enganxa_60060_102.html,El català enganxa
143,catala,DI20240905060500,DI20240905060500-15945177,Ridícul total!,https://www.diariandorra.ad/nacional/240905/amor-liquid-i-terra-enganxos_157540.html,Amor líquid i terra enganxós
144,catala,DI20240904060200,DI20240904060200-15929193,"Felicitar-vos, amb anterioritat, el Nadal inclusiu 2024. ""Maduro ja ha avançat les festes a l'U d'octubre."" “Per a tots i totes. Amb pau, felicitat i seguretat i bombolletes”. Va ser però ell 2020, quan la seva agenda, que no requereix ni dret llei, per primer cop les va anterioritzar. ",https://www.diariandorra.ad/opinio/foc-i-lloc/240904/retorn_157482.html,El retorn
145,catala,DI20240924061000,DI20240924061000-16380120,JO pujo amb el Lanborghini  es mes economic que el teu  Maserati...,https://www.diariandorra.ad/nacional/240924/pirineu-viu-culpa-andorra-tots-els-mals-l-alt-urgell_158684.html,Pirineu Viu culpa Andorra de tots els mals de l’Alt Urgell
146,catala,DI20240923064000,DI20240923064000-16365694,Un mot que dona riuades de conceptes i de maneres de veure-ho! Podriem fer-ne centenars de columnes i si ho conjuguem amb bó i dolent…..,https://www.diariandorra.ad/opinio/les-set-claus/240923/tenir-bona-consciencia_158632.html,Tenir bona consciència
147,catala,DI20240911112100,DI20240911112100-16018291,"Totalment d'acord, no serveix per res, fer el paperot. ",https://www.diariandorra.ad/nacional/240911/cultura-destina-46-000-euros-campanya-per-difondre-llei-catala_157899.html,Cultura destina 46.000 euros a la campanya per difondre la llei del català
148,catala,DI20240924061000,DI20240924061000-16380836,Tant andorrans com africans son benvinguts!!,https://www.diariandorra.ad/nacional/240924/pirineu-viu-culpa-andorra-tots-els-mals-l-alt-urgell_158684.html,Pirineu Viu culpa Andorra de tots els mals de l’Alt Urgell
149,catala,DI20240924061000,DI20240924061000-16377345,Si l'habitatge a Andorra fos assequible no es donarien aquestes situacions de residències fictícies.,https://www.diariandorra.ad/nacional/240924/pirineu-viu-culpa-andorra-tots-els-mals-l-alt-urgell_158684.html,Pirineu Viu culpa Andorra de tots els mals de l’Alt Urgell
150,avortament,DI20240910055000,DI20240910055000-16004633,"El problema de la prostitució es que normalment aquestes peesones venen drogues per complimentar la seva professió. La prostitució implica drogues, proxenetisme i mafia. ",https://www.diariandorra.ad/nacional/240910/prostitucio-pis-centre-d-encamp_157788.html,Prostitució en un pis al centre d’Encamp
151,avortament,DI20240921063500,DI20240921063500-16346427,"El políticament correcte és seguir la tendència, i ja n'estic tip i fart de tant bonisme, i el quedar bé de cara la galeria. ",https://www.diariandorra.ad/opinio/foc-i-lloc/240921/apocalipsi-woke_158541.html,Apocalipsi woke
152,avortament,DI20240924055600,DI20240924055600-16376578,Qui paga la festa universitària de les bruixes?,https://www.diariandorra.ad/parroquies/240924/bruixeria-ja-protagonista-sant-julia-loria_158679.html,La bruixeria ja és la protagonista a Sant Julià de Lòria
153,avortament,DI20240919195200,DI20240919195200-16329966,El dia que us doneu compte que cada embrio abortat podia ser un de nosaltres flipareu amb la doble moral que vivim… hitler i la camara de gas un juguet comparat amb el que esta passant en els nostres temps…  racionalidad limitada deia Kant… i tant limitada que de racionalitat ben poca,https://www.diariandorra.ad/nacional/240919/els-primers-avencos-sobre-despenalitzacio-l-avortament-tindran-2025_158443.html,Els primers avenços sobre la despenalització de l'avortament es tindran el 2025
154,avortament,DI20240921063500,DI20240921063500-16355892,I què proposes? Que es tractin com a malalts mentals i siguen tancats en manicomis?,https://www.diariandorra.ad/opinio/foc-i-lloc/240921/apocalipsi-woke_158541.html,Apocalipsi woke
155,avortament,DI20240902055800,DI20240902055800-15911213,"La burocràcia internacional té les seves filials a tots els països, això dóna de viure a polítics afins i còmplices.",https://www.diariandorra.ad/nacional/240902/cop-mes-agencies_157354.html,Cada cop més agències
156,avortament,DI20240910055000,DI20240910055000-16013048,totalment d'acord!,https://www.diariandorra.ad/nacional/240910/prostitucio-pis-centre-d-encamp_157788.html,Prostitució en un pis al centre d’Encamp
157,avortament,DI20240910055000,DI20240910055000-16012036,No saps lo que dius noi!  Cadascú amb el seu cos pot fer el que vulgui...,https://www.diariandorra.ad/nacional/240910/prostitucio-pis-centre-d-encamp_157788.html,Prostitució en un pis al centre d’Encamp
158,avortament,DI20240902055600,DI20240902055600-15909938,Aqui s'amaguen estadistiques com a tot arreu... es segur però tb van a robar a casa del presi o joieriea i no passa res oi? hi han furts amb força.... i uns quants,https://www.diariandorra.ad/nacional/240902/nou-index-situa-andorra-com-pais-mes-segur-mon_157353.html,Un nou índex situa Andorra com el país més segur del món
159,avortament,DI20240926122300,DI20240926122300-17065491,Quin mal gust (com sempre) en el nom,https://www.diariandorra.ad/nacional/240926/stop-violencies-engega-seva-campanya-f-cked-per-reivindicar-dret-les-dones-avortar_158845.html,Stop Violències engega la campanya 'F*cked' per reivindicar l'avortament
160,avortament,DI20240921063500,DI20240921063500-16348802,Totalmen dacord artemisa aquests susodichos solen ser els que mes discriminen els col.lectius LGBTIQ + ,https://www.diariandorra.ad/opinio/foc-i-lloc/240921/apocalipsi-woke_158541.html,Apocalipsi woke
161,avortament,DI20240910055000,DI20240910055000-16004981,"I les parelles que no s'aguanten però viueen junts perque no hi ha més... perquè sino no poden pagar-se un pis? això es prostitució, precarietat o que coi es això? em sembla el problema més greu que hi ha al pais i no 4 p***s",https://www.diariandorra.ad/nacional/240910/prostitucio-pis-centre-d-encamp_157788.html,Prostitució en un pis al centre d’Encamp
162,avortament,DI20240902055600,DI20240902055600-15912051,"A la que tingueu els Mossos ja veure-ho,com us fotran fins els calçotets…fora bromes,sou segurs,nets i educats cosa que als països que us envolten no son gens.Seguiu així andorrans ",https://www.diariandorra.ad/nacional/240902/nou-index-situa-andorra-com-pais-mes-segur-mon_157353.html,Un nou índex situa Andorra com el país més segur del món
163,avortament,DI20240904060300,DI20240904060300-15929523,"La perversió lingüística forma part de l'ingenyieria social adormidora de la ment i manipuladora de l'intel.ligència ""global/ment""",https://www.diariandorra.ad/opinio/la-tribuna/240904/mirador-pais-globalitzacio-i-dones_157483.html,El mirador del país: globalització i dones
164,avortament,DI20240924122500,DI20240924122500-16378507,No va ben bé així. Sense bisbe no hi ha coprincipat. S'ha acabat l'invent. Passem a una altra cosa i seria una república. ,https://www.diariandorra.ad/opinio/les-set-claus/240924/article-coadjutor_158699.html,Article coadjutor
165,avortament,DI20240912102700,DI20240912102700-16027631,"Evidentment, sort ni tenim de gent que vulgui treballar i sigui conscient que tenim clientela barata.",https://www.diariandorra.ad/nacional/240912/juny-tanca-amb-304-persones-recerca-feina_157981.html,L'agost es tanca amb 304 persones en recerca de feina
166,avortament,DI20240921063500,DI20240921063500-16343677,Censurado por argumentar con impecable respeto y educación todo lo que es el wokismo. La prueba de lo que he denunciado que es; entre otras cosas: la ventana de overton para la censura y la autocensura.,https://www.diariandorra.ad/opinio/foc-i-lloc/240921/apocalipsi-woke_158541.html,Apocalipsi woke
167,avortament,DI20240915104500,DI20240915104500-16063445,Molt interessant! Que pugui mantenir-se aquesta activitat tan beneficiosa pels pacients i alhora gratificant per la terapeuta. Endavant!Anna ,https://www.diariandorra.ad/nacional/240915/musica-com-acompanyament-l-etapa-final-vida_158159.html,La música com a acompanyament a l'etapa final de la vida
168,avortament,DI20240910055000,DI20240910055000-16012708,Val mes compra la llet que mantenir la vaca.,https://www.diariandorra.ad/nacional/240910/prostitucio-pis-centre-d-encamp_157788.html,Prostitució en un pis al centre d’Encamp
169,avortament,AL20240928105700,AL20240928105700-226618,"Com s’agraden, quines miradetes….",https://www.altaveu.com/actualitat/afers-exteriors/espot-comparteix-parolin-avencos-en-relacio-joc-equilibris-sobre-avortament_60661_102.html,Espot comparteix amb Parolin els avenços en relació al joc d’equilibris sobre l’avortament
170,avortament,DI20240910055000,DI20240910055000-16005744,"El problema són els srs  que consumeixen aquest tipus de serveis. Igual us penseu que ho fan perquè voleu i us creieu que sou els millors quan us diuen ""que rico cariño"" 😂😂😂😂eres el mejor mi amor😂😂😂 Patètics!!!",https://www.diariandorra.ad/nacional/240910/prostitucio-pis-centre-d-encamp_157788.html,Prostitució en un pis al centre d’Encamp
171,avortament,DI20240927062400,DI20240927062400-17084192,És que el pare de vegades se'n va.. ,https://www.diariandorra.ad/nacional/240927/stop-violencies-s-uneix-amb-entitat-venecolana-proavortista_158895.html,Stop Violències s’uneix amb una entitat veneçolana proavortista
172,avortament,DI20240902055600,DI20240902055600-15911160,"a la web de CEO World, Andorra surt en posició 30 amb 91,19 punts i Monaco en primera posició amb 98 punts. Dit això, tampoc estic conforme amb que Andorra ocupi la 30a posició, vist els paisos que apareixen per sobre nostre...",https://www.diariandorra.ad/nacional/240902/nou-index-situa-andorra-com-pais-mes-segur-mon_157353.html,Un nou índex situa Andorra com el país més segur del món
173,avortament,DI20240921063500,DI20240921063500-16344428,"Calla’t ja, pavoh",https://www.diariandorra.ad/opinio/foc-i-lloc/240921/apocalipsi-woke_158541.html,Apocalipsi woke
